code,country,region,income_group,year,rate
JOR,Jordan,Middle East & North Africa,Lower middle,2008,3.892
JOR,Jordan,Middle East & North Africa,Lower middle,2009,3.842
JOR,Jordan,Middle East & North Africa,Lower middle,2010,3.778
JOR,Jordan,Middle East & North Africa,Lower middle,2011,3.681
JOR,Jordan,Middle East & North Africa,Lower middle,2012,3.559
JOR,Jordan,Middle East & North Africa,Lower middle,2013,3.436
JOR,Jordan,Middle East & North Africa,Lower middle,2014,3.31
JOR,Jordan,Middle East & North Africa,Lower middle,2015,3.175
JOR,Jordan,Middle East & North Africa,Lower middle,2016,3.077
JOR,Jordan,Middle East & North Africa,Lower middle,2017,3.027
JOR,Jordan,Middle East & North Africa,Lower middle,2018,2.973
JOR,Jordan,Middle East & North Africa,Lower middle,2019,2.918
JOR,Jordan,Middle East & North Africa,Lower middle,2020,2.873
JOR,Jordan,Middle East & North Africa,Lower middle,2021,2.83
JOR,Jordan,Middle East & North Africa,Lower middle,2022,2.786
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1960,4.53
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1961,4.486
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1962,4.404
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1963,4.341
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1964,4.219
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1965,4.111
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1966,4.008
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1967,3.877
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1968,3.681
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1969,3.537
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1970,3.529
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1971,3.545
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1972,3.566
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1973,3.51
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1974,3.453
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1975,3.393
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1976,3.333
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1977,3.268
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1978,3.165
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1979,3.019
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1980,2.9
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1981,2.95
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1982,3
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1983,3.04
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1984,3.08
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1985,3.08
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1986,3.135
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1987,3.19
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1988,3.13
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1989,2.82
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1990,2.72
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1991,2.61
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1992,2.5
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1993,2.3
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1994,2.28
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1995,2.26
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1996,2.13
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1997,2
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1998,1.8
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,1999,1.8
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2000,1.8
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2001,1.9
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2002,2
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2003,2.03
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2004,2.21
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2005,2.22
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2006,2.36
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2007,2.47
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2008,2.68
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2009,2.55
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2010,2.59
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2011,2.59
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2012,2.62
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2013,2.64
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2014,2.73
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2015,2.74
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2016,2.77
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2017,2.75
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2018,2.84
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2019,2.9
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2020,3.13
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2021,3.32
KAZ,Kazakhstan,Europe & Central Asia,Upper middle,2022,3.05
KEN,Kenya,Sub-Saharan Africa,Lower middle,1960,7.632
KEN,Kenya,Sub-Saharan Africa,Lower middle,1961,7.718
KEN,Kenya,Sub-Saharan Africa,Lower middle,1962,7.803
KEN,Kenya,Sub-Saharan Africa,Lower middle,1963,7.864
KEN,Kenya,Sub-Saharan Africa,Lower middle,1964,7.92
KEN,Kenya,Sub-Saharan Africa,Lower middle,1965,8.028
KEN,Kenya,Sub-Saharan Africa,Lower middle,1966,8.056
KEN,Kenya,Sub-Saharan Africa,Lower middle,1967,8.046
KEN,Kenya,Sub-Saharan Africa,Lower middle,1968,8.038
KEN,Kenya,Sub-Saharan Africa,Lower middle,1969,8.031
KEN,Kenya,Sub-Saharan Africa,Lower middle,1970,8.024
KEN,Kenya,Sub-Saharan Africa,Lower middle,1971,8.003
KEN,Kenya,Sub-Saharan Africa,Lower middle,1972,7.975
KEN,Kenya,Sub-Saharan Africa,Lower middle,1973,7.939
KEN,Kenya,Sub-Saharan Africa,Lower middle,1974,7.907
KEN,Kenya,Sub-Saharan Africa,Lower middle,1975,7.877
KEN,Kenya,Sub-Saharan Africa,Lower middle,1976,7.843
KEN,Kenya,Sub-Saharan Africa,Lower middle,1977,7.803
KEN,Kenya,Sub-Saharan Africa,Lower middle,1978,7.746
KEN,Kenya,Sub-Saharan Africa,Lower middle,1979,7.679
KEN,Kenya,Sub-Saharan Africa,Lower middle,1980,7.598
KEN,Kenya,Sub-Saharan Africa,Lower middle,1981,7.513
KEN,Kenya,Sub-Saharan Africa,Lower middle,1982,7.402
KEN,Kenya,Sub-Saharan Africa,Lower middle,1983,7.263
KEN,Kenya,Sub-Saharan Africa,Lower middle,1984,7.123
KEN,Kenya,Sub-Saharan Africa,Lower middle,1985,6.975
KEN,Kenya,Sub-Saharan Africa,Lower middle,1986,6.848
KEN,Kenya,Sub-Saharan Africa,Lower middle,1987,6.682
KEN,Kenya,Sub-Saharan Africa,Lower middle,1988,6.505
KEN,Kenya,Sub-Saharan Africa,Lower middle,1989,6.323
KEN,Kenya,Sub-Saharan Africa,Lower middle,1990,6.129
KEN,Kenya,Sub-Saharan Africa,Lower middle,1991,5.935
KEN,Kenya,Sub-Saharan Africa,Lower middle,1992,5.746
KEN,Kenya,Sub-Saharan Africa,Lower middle,1993,5.574
KEN,Kenya,Sub-Saharan Africa,Lower middle,1994,5.446
KEN,Kenya,Sub-Saharan Africa,Lower middle,1995,5.366
KEN,Kenya,Sub-Saharan Africa,Lower middle,1996,5.306
KEN,Kenya,Sub-Saharan Africa,Lower middle,1997,5.26
KEN,Kenya,Sub-Saharan Africa,Lower middle,1998,5.246
KEN,Kenya,Sub-Saharan Africa,Lower middle,1999,5.181
KEN,Kenya,Sub-Saharan Africa,Lower middle,2000,5.137
KEN,Kenya,Sub-Saharan Africa,Lower middle,2001,5.091
KEN,Kenya,Sub-Saharan Africa,Lower middle,2002,5.016
KEN,Kenya,Sub-Saharan Africa,Lower middle,2003,4.907
KEN,Kenya,Sub-Saharan Africa,Lower middle,2004,4.83
KEN,Kenya,Sub-Saharan Africa,Lower middle,2005,4.784
KEN,Kenya,Sub-Saharan Africa,Lower middle,2006,4.748
KEN,Kenya,Sub-Saharan Africa,Lower middle,2007,4.719
KEN,Kenya,Sub-Saharan Africa,Lower middle,2008,4.646
KEN,Kenya,Sub-Saharan Africa,Lower middle,2009,4.514
KEN,Kenya,Sub-Saharan Africa,Lower middle,2010,4.367
KEN,Kenya,Sub-Saharan Africa,Lower middle,2011,4.219
KEN,Kenya,Sub-Saharan Africa,Lower middle,2012,4.088
KEN,Kenya,Sub-Saharan Africa,Lower middle,2013,3.952
KEN,Kenya,Sub-Saharan Africa,Lower middle,2014,3.844
KEN,Kenya,Sub-Saharan Africa,Lower middle,2015,3.8
KEN,Kenya,Sub-Saharan Africa,Lower middle,2016,3.724
KEN,Kenya,Sub-Saharan Africa,Lower middle,2017,3.643
KEN,Kenya,Sub-Saharan Africa,Lower middle,2018,3.58
KEN,Kenya,Sub-Saharan Africa,Lower middle,2019,3.469
KEN,Kenya,Sub-Saharan Africa,Lower middle,2020,3.397
KEN,Kenya,Sub-Saharan Africa,Lower middle,2021,3.335
KEN,Kenya,Sub-Saharan Africa,Lower middle,2022,3.296
KIR,Kiribati,East Asia & Pacific,Lower middle,1960,6.553
KIR,Kiribati,East Asia & Pacific,Lower middle,1961,6.625
KIR,Kiribati,East Asia & Pacific,Lower middle,1962,6.557
KIR,Kiribati,East Asia & Pacific,Lower middle,1963,6.486
KIR,Kiribati,East Asia & Pacific,Lower middle,1964,6.411
KIR,Kiribati,East Asia & Pacific,Lower middle,1965,6.363
KIR,Kiribati,East Asia & Pacific,Lower middle,1966,6.308
KIR,Kiribati,East Asia & Pacific,Lower middle,1967,6.146
KIR,Kiribati,East Asia & Pacific,Lower middle,1968,5.971
KIR,Kiribati,East Asia & Pacific,Lower middle,1969,5.785
KIR,Kiribati,East Asia & Pacific,Lower middle,1970,5.587
KIR,Kiribati,East Asia & Pacific,Lower middle,1971,5.397
KIR,Kiribati,East Asia & Pacific,Lower middle,1972,5.257
KIR,Kiribati,East Asia & Pacific,Lower middle,1973,5.144
KIR,Kiribati,East Asia & Pacific,Lower middle,1974,5.079
KIR,Kiribati,East Asia & Pacific,Lower middle,1975,5.029
KIR,Kiribati,East Asia & Pacific,Lower middle,1976,4.987
KIR,Kiribati,East Asia & Pacific,Lower middle,1977,4.99
KIR,Kiribati,East Asia & Pacific,Lower middle,1978,4.996
KIR,Kiribati,East Asia & Pacific,Lower middle,1979,4.996
KIR,Kiribati,East Asia & Pacific,Lower middle,1980,4.99
KIR,Kiribati,East Asia & Pacific,Lower middle,1981,4.988
KIR,Kiribati,East Asia & Pacific,Lower middle,1982,4.982
KIR,Kiribati,East Asia & Pacific,Lower middle,1983,4.954
KIR,Kiribati,East Asia & Pacific,Lower middle,1984,4.941
KIR,Kiribati,East Asia & Pacific,Lower middle,1985,4.935
KIR,Kiribati,East Asia & Pacific,Lower middle,1986,4.889
KIR,Kiribati,East Asia & Pacific,Lower middle,1987,4.822
KIR,Kiribati,East Asia & Pacific,Lower middle,1988,4.754
KIR,Kiribati,East Asia & Pacific,Lower middle,1989,4.7
KIR,Kiribati,East Asia & Pacific,Lower middle,1990,4.637
KIR,Kiribati,East Asia & Pacific,Lower middle,1991,4.594
KIR,Kiribati,East Asia & Pacific,Lower middle,1992,4.527
KIR,Kiribati,East Asia & Pacific,Lower middle,1993,4.457
KIR,Kiribati,East Asia & Pacific,Lower middle,1994,4.418
KIR,Kiribati,East Asia & Pacific,Lower middle,1995,4.385
KIR,Kiribati,East Asia & Pacific,Lower middle,1996,4.39
KIR,Kiribati,East Asia & Pacific,Lower middle,1997,4.325
KIR,Kiribati,East Asia & Pacific,Lower middle,1998,4.253
KIR,Kiribati,East Asia & Pacific,Lower middle,1999,4.158
KIR,Kiribati,East Asia & Pacific,Lower middle,2000,4.065
KIR,Kiribati,East Asia & Pacific,Lower middle,2001,3.958
KIR,Kiribati,East Asia & Pacific,Lower middle,2002,3.847
KIR,Kiribati,East Asia & Pacific,Lower middle,2003,3.744
KIR,Kiribati,East Asia & Pacific,Lower middle,2004,3.781
KIR,Kiribati,East Asia & Pacific,Lower middle,2005,3.799
KIR,Kiribati,East Asia & Pacific,Lower middle,2006,3.837
KIR,Kiribati,East Asia & Pacific,Lower middle,2007,3.879
KIR,Kiribati,East Asia & Pacific,Lower middle,2008,3.905
KIR,Kiribati,East Asia & Pacific,Lower middle,2009,3.889
KIR,Kiribati,East Asia & Pacific,Lower middle,2010,3.876
KIR,Kiribati,East Asia & Pacific,Lower middle,2011,3.857
KIR,Kiribati,East Asia & Pacific,Lower middle,2012,3.774
KIR,Kiribati,East Asia & Pacific,Lower middle,2013,3.689
KIR,Kiribati,East Asia & Pacific,Lower middle,2014,3.599
KIR,Kiribati,East Asia & Pacific,Lower middle,2015,3.53
KIR,Kiribati,East Asia & Pacific,Lower middle,2016,3.471
KIR,Kiribati,East Asia & Pacific,Lower middle,2017,3.431
KIR,Kiribati,East Asia & Pacific,Lower middle,2018,3.41
KIR,Kiribati,East Asia & Pacific,Lower middle,2019,3.368
KIR,Kiribati,East Asia & Pacific,Lower middle,2020,3.333
KIR,Kiribati,East Asia & Pacific,Lower middle,2021,3.304
KIR,Kiribati,East Asia & Pacific,Lower middle,2022,3.271
XKX,Kosovo,Europe & Central Asia,Upper middle,1960,6.359
XKX,Kosovo,Europe & Central Asia,Upper middle,1961,6.35
XKX,Kosovo,Europe & Central Asia,Upper middle,1962,6.331
XKX,Kosovo,Europe & Central Asia,Upper middle,1963,6.296
XKX,Kosovo,Europe & Central Asia,Upper middle,1964,6.126
XKX,Kosovo,Europe & Central Asia,Upper middle,1965,5.927
XKX,Kosovo,Europe & Central Asia,Upper middle,1966,5.737
XKX,Kosovo,Europe & Central Asia,Upper middle,1967,5.777
XKX,Kosovo,Europe & Central Asia,Upper middle,1968,5.745
XKX,Kosovo,Europe & Central Asia,Upper middle,1969,5.857
XKX,Kosovo,Europe & Central Asia,Upper middle,1970,5.503
XKX,Kosovo,Europe & Central Asia,Upper middle,1971,5.674
XKX,Kosovo,Europe & Central Asia,Upper middle,1972,5.616
XKX,Kosovo,Europe & Central Asia,Upper middle,1973,5.417
XKX,Kosovo,Europe & Central Asia,Upper middle,1974,5.473
XKX,Kosovo,Europe & Central Asia,Upper middle,1975,5.249
XKX,Kosovo,Europe & Central Asia,Upper middle,1976,5.272
XKX,Kosovo,Europe & Central Asia,Upper middle,1977,4.961
XKX,Kosovo,Europe & Central Asia,Upper middle,1978,4.69
XKX,Kosovo,Europe & Central Asia,Upper middle,1979,4.493
XKX,Kosovo,Europe & Central Asia,Upper middle,1980,4.909
XKX,Kosovo,Europe & Central Asia,Upper middle,1981,4.458
XKX,Kosovo,Europe & Central Asia,Upper middle,1982,4.731
XKX,Kosovo,Europe & Central Asia,Upper middle,1983,4.656
XKX,Kosovo,Europe & Central Asia,Upper middle,1984,4.594
XKX,Kosovo,Europe & Central Asia,Upper middle,1985,4.308
XKX,Kosovo,Europe & Central Asia,Upper middle,1986,4.166
XKX,Kosovo,Europe & Central Asia,Upper middle,1987,3.753
XKX,Kosovo,Europe & Central Asia,Upper middle,1988,3.948
XKX,Kosovo,Europe & Central Asia,Upper middle,1989,3.64
XKX,Kosovo,Europe & Central Asia,Upper middle,1990,3.647
XKX,Kosovo,Europe & Central Asia,Upper middle,1991,3.441
XKX,Kosovo,Europe & Central Asia,Upper middle,1992,2.871
XKX,Kosovo,Europe & Central Asia,Upper middle,1993,2.728
XKX,Kosovo,Europe & Central Asia,Upper middle,1994,2.603
XKX,Kosovo,Europe & Central Asia,Upper middle,1995,2.6
XKX,Kosovo,Europe & Central Asia,Upper middle,1996,2.599
XKX,Kosovo,Europe & Central Asia,Upper middle,1997,2.571
XKX,Kosovo,Europe & Central Asia,Upper middle,1998,2.589
XKX,Kosovo,Europe & Central Asia,Upper middle,1999,2.641
XKX,Kosovo,Europe & Central Asia,Upper middle,2000,2.66
XKX,Kosovo,Europe & Central Asia,Upper middle,2001,2.622
XKX,Kosovo,Europe & Central Asia,Upper middle,2002,2.533
XKX,Kosovo,Europe & Central Asia,Upper middle,2003,2.28
XKX,Kosovo,Europe & Central Asia,Upper middle,2004,2.461
XKX,Kosovo,Europe & Central Asia,Upper middle,2005,2.609
XKX,Kosovo,Europe & Central Asia,Upper middle,2006,2.429
XKX,Kosovo,Europe & Central Asia,Upper middle,2007,2.357
XKX,Kosovo,Europe & Central Asia,Upper middle,2008,2.444
XKX,Kosovo,Europe & Central Asia,Upper middle,2009,2.437
XKX,Kosovo,Europe & Central Asia,Upper middle,2010,2.426
XKX,Kosovo,Europe & Central Asia,Upper middle,2011,1.992
XKX,Kosovo,Europe & Central Asia,Upper middle,2012,2.001
XKX,Kosovo,Europe & Central Asia,Upper middle,2013,2.098
XKX,Kosovo,Europe & Central Asia,Upper middle,2014,1.871
XKX,Kosovo,Europe & Central Asia,Upper middle,2015,1.751
XKX,Kosovo,Europe & Central Asia,Upper middle,2016,1.658
XKX,Kosovo,Europe & Central Asia,Upper middle,2017,1.649
XKX,Kosovo,Europe & Central Asia,Upper middle,2018,1.605
XKX,Kosovo,Europe & Central Asia,Upper middle,2019,1.546
XKX,Kosovo,Europe & Central Asia,Upper middle,2020,1.529
XKX,Kosovo,Europe & Central Asia,Upper middle,2021,1.522
XKX,Kosovo,Europe & Central Asia,Upper middle,2022,1.51
KWT,Kuwait,Middle East & North Africa,High,1960,7.162
KWT,Kuwait,Middle East & North Africa,High,1961,7.211
KWT,Kuwait,Middle East & North Africa,High,1962,7.252
KWT,Kuwait,Middle East & North Africa,High,1963,7.296
KWT,Kuwait,Middle East & North Africa,High,1964,7.309
KWT,Kuwait,Middle East & North Africa,High,1965,7.325
KWT,Kuwait,Middle East & North Africa,High,1966,7.343
KWT,Kuwait,Middle East & North Africa,High,1967,7.32
KWT,Kuwait,Middle East & North Africa,High,1968,7.26
KWT,Kuwait,Middle East & North Africa,High,1969,7.138
KWT,Kuwait,Middle East & North Africa,High,1970,6.953
KWT,Kuwait,Middle East & North Africa,High,1971,6.761
KWT,Kuwait,Middle East & North Africa,High,1972,6.564
KWT,Kuwait,Middle East & North Africa,High,1973,6.384
KWT,Kuwait,Middle East & North Africa,High,1974,6.217
KWT,Kuwait,Middle East & North Africa,High,1975,6.094
KWT,Kuwait,Middle East & North Africa,High,1976,5.98
KWT,Kuwait,Middle East & North Africa,High,1977,5.846
KWT,Kuwait,Middle East & North Africa,High,1978,5.698
KWT,Kuwait,Middle East & North Africa,High,1979,5.537
KWT,Kuwait,Middle East & North Africa,High,1980,5.391
KWT,Kuwait,Middle East & North Africa,High,1981,5.226
KWT,Kuwait,Middle East & North Africa,High,1982,5.054
KWT,Kuwait,Middle East & North Africa,High,1983,4.849
KWT,Kuwait,Middle East & North Africa,High,1984,4.606
KWT,Kuwait,Middle East & North Africa,High,1985,4.324
KWT,Kuwait,Middle East & North Africa,High,1986,4.046
KWT,Kuwait,Middle East & North Africa,High,1987,3.803
KWT,Kuwait,Middle East & North Africa,High,1988,3.627
KWT,Kuwait,Middle East & North Africa,High,1989,3.465
KWT,Kuwait,Middle East & North Africa,High,1990,3.318
KWT,Kuwait,Middle East & North Africa,High,1991,3.178
KWT,Kuwait,Middle East & North Africa,High,1992,3.068
KWT,Kuwait,Middle East & North Africa,High,1993,2.988
KWT,Kuwait,Middle East & North Africa,High,1994,2.997
KWT,Kuwait,Middle East & North Africa,High,1995,3.046
KWT,Kuwait,Middle East & North Africa,High,1996,3.059
KWT,Kuwait,Middle East & North Africa,High,1997,2.971
KWT,Kuwait,Middle East & North Africa,High,1998,2.878
KWT,Kuwait,Middle East & North Africa,High,1999,2.791
KWT,Kuwait,Middle East & North Africa,High,2000,2.737
KWT,Kuwait,Middle East & North Africa,High,2001,2.715
KWT,Kuwait,Middle East & North Africa,High,2002,2.693
KWT,Kuwait,Middle East & North Africa,High,2003,2.691
KWT,Kuwait,Middle East & North Africa,High,2004,2.686
KWT,Kuwait,Middle East & North Africa,High,2005,2.662
KWT,Kuwait,Middle East & North Africa,High,2006,2.603
KWT,Kuwait,Middle East & North Africa,High,2007,2.516
KWT,Kuwait,Middle East & North Africa,High,2008,2.422
KWT,Kuwait,Middle East & North Africa,High,2009,2.34
KWT,Kuwait,Middle East & North Africa,High,2010,2.257
KWT,Kuwait,Middle East & North Africa,High,2011,2.2
KWT,Kuwait,Middle East & North Africa,High,2012,2.168
KWT,Kuwait,Middle East & North Africa,High,2013,2.153
KWT,Kuwait,Middle East & North Africa,High,2014,2.156
KWT,Kuwait,Middle East & North Africa,High,2015,2.16
KWT,Kuwait,Middle East & North Africa,High,2016,2.157
KWT,Kuwait,Middle East & North Africa,High,2017,2.161
KWT,Kuwait,Middle East & North Africa,High,2018,2.165
KWT,Kuwait,Middle East & North Africa,High,2019,2.159
KWT,Kuwait,Middle East & North Africa,High,2020,2.14
KWT,Kuwait,Middle East & North Africa,High,2021,2.11
KWT,Kuwait,Middle East & North Africa,High,2022,2.092
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1960,5.376
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1961,5.434
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1962,5.484
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1963,5.51
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1964,5.465
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1965,5.411
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1966,5.301
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1967,5.201
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1968,5.088
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1969,5.042
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1970,5.01
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1971,4.971
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1972,4.962
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1973,4.847
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1974,4.726
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1975,4.657
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1976,4.614
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1977,4.577
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1978,4.494
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1979,4.374
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1980,4.217
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1981,4.204
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1982,4.192
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1983,4.179
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1984,4.232
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1985,4.205
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1986,4.218
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1987,4.146
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1988,4.007
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1989,3.875
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1990,3.63
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1991,3.58
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1992,3.52
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1993,3.2
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1994,2.9
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1995,3.1
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1996,2.8
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1997,2.6
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1998,2.7
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,1999,2.6
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2000,2.4
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2001,2.4
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2002,2.4
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2003,2.5
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2004,2.6
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2005,2.5
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2006,2.7
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2007,2.7
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2008,2.8
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2009,2.9
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2010,3.1
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2011,3.1
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2012,3.2
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2013,3.1
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2014,3.2
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2015,3.2
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2016,3.1
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2017,3
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2018,3.3
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2019,3.3
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2020,3.1
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2021,2.89
KGZ,Kyrgyzstan,Europe & Central Asia,Lower middle,2022,2.8
LAO,Laos,East Asia & Pacific,Lower middle,1960,6.292
LAO,Laos,East Asia & Pacific,Lower middle,1961,6.31
LAO,Laos,East Asia & Pacific,Lower middle,1962,6.313
LAO,Laos,East Asia & Pacific,Lower middle,1963,6.318
LAO,Laos,East Asia & Pacific,Lower middle,1964,6.313
LAO,Laos,East Asia & Pacific,Lower middle,1965,6.316
LAO,Laos,East Asia & Pacific,Lower middle,1966,6.307
LAO,Laos,East Asia & Pacific,Lower middle,1967,6.306
LAO,Laos,East Asia & Pacific,Lower middle,1968,6.298
LAO,Laos,East Asia & Pacific,Lower middle,1969,6.301
LAO,Laos,East Asia & Pacific,Lower middle,1970,6.31
LAO,Laos,East Asia & Pacific,Lower middle,1971,6.295
LAO,Laos,East Asia & Pacific,Lower middle,1972,6.284
LAO,Laos,East Asia & Pacific,Lower middle,1973,6.281
LAO,Laos,East Asia & Pacific,Lower middle,1974,6.289
LAO,Laos,East Asia & Pacific,Lower middle,1975,6.287
LAO,Laos,East Asia & Pacific,Lower middle,1976,6.289
LAO,Laos,East Asia & Pacific,Lower middle,1977,6.293
LAO,Laos,East Asia & Pacific,Lower middle,1978,6.298
LAO,Laos,East Asia & Pacific,Lower middle,1979,6.314
LAO,Laos,East Asia & Pacific,Lower middle,1980,6.332
LAO,Laos,East Asia & Pacific,Lower middle,1981,6.35
LAO,Laos,East Asia & Pacific,Lower middle,1982,6.369
